fromnode,tonode,direction,length,capacity,cost
54,53,na,33,2000,1000
55,54,na,19,2000,1000
87,54,na,29,2000,1000
56,55,na,24,2000,1000
57,56,na,28,2000,1000
58,57,na,31,2000,1000
59,58,na,24,2000,1000
71,58,na,37,2000,1000
60,59,na,14,2000,1000
61,60,na,23,2000,1000
62,61,na,33,2000,1000
93,61,na,30,2000,1000
63,62,na,16,2000,1000
93,62,na,32,2000,1000
64,63,na,34,2000,1000
65,64,na,25,2000,1000
103,64,na,25,2000,1000
107,64,na,21,2000,1000
66,65,na,21,2000,1000
70,65,na,8,2000,1000
67,66,na,20,2000,1000
84,66,na,27,2000,1000
68,67,na,18,2000,1000
69,68,na,29,2000,1000
70,69,na,15,2000,1000
71,70,na,15,2000,1000
72,71,na,32,2000,1000
73,72,na,17,2000,1000
109,72,na,34,2000,1000
74,73,na,42,2000,1000
75,74,na,19,2000,1000
76,75,na,23,2000,1000
77,76,na,28,2000,1000
78,77,na,25,2000,1000
79,78,na,23,2000,1000
80,79,na,12,2000,1000
81,80,na,20,2000,1000
82,81,na,40,2000,1000
83,82,na,19,2000,1000
84,83,na,28,2000,1000
85,84,na,13,2000,1000
86,85,na,14,2000,1000
87,86,na,28,2000,1000
88,87,na,27,2000,1000
105,87,na,25,2000,1000
89,88,na,23,2000,1000
90,89,na,19,2000,1000
91,90,na,14,2000,1000
92,91,na,29,2000,1000
93,92,na,29,2000,1000
94,93,na,29,2000,1000
95,94,na,9,2000,1000
99,94,na,4,2000,1000
96,95,na,31,2000,1000
97,96,na,30,2000,1000
98,97,na,15,2000,1000
102,97,na,22,2000,1000
99,98,na,31,2000,1000
101,98,na,39,2000,1000
100,99,na,18,2000,1000
104,99,na,19,2000,1000
101,100,na,16,2000,1000
102,101,na,22,2000,1000
103,102,na,20,2000,1000
104,103,na,32,2000,1000
105,104,na,39,2000,1000
106,105,na,38,2000,1000
107,106,na,37,2000,1000
108,107,na,27,2000,1000
109,108,na,23,2000,1000
110,109,na,12,2000,1000
111,110,na,31,2000,1000
112,111,na,36,2000,1000
113,112,na,26,2000,1000
118,112,na,14,2000,1000
114,113,na,19,2000,1000
116,113,na,19,2000,1000
115,114,na,17,2000,1000
116,115,na,49,2000,1000
117,116,na,12,2000,1000
118,117,na,34,2000,1000
119,118,na,25,2000,1000
