fromnode,tonode,direction,length,capacity,cost
33,38,na,15,2000,1000
33,52,na,22,2000,1000
33,54,na,31,2000,1000
34,52,na,39,2000,1000
34,62,na,18,2000,1000
34,67,na,19,2000,1000
34,111,na,16,2000,1000
35,67,na,22,2000,1000
35,117,na,20,2000,1000
36,58,na,32,2000,1000
36,74,na,39,2000,1000
36,98,na,38,2000,1000
36,112,na,37,2000,1000
37,43,na,27,2000,1000
37,46,na,23,2000,1000
38,40,na,12,2000,1000
38,47,na,31,2000,1000
38,71,na,36,2000,1000
38,85,na,26,2000,1000
38,103,na,14,2000,1000
38,110,na,19,2000,1000
39,42,na,19,2000,1000
39,56,na,17,2000,1000
40,48,na,49,2000,1000
40,66,na,12,2000,1000
40,85,na,34,2000,1000
40,86,na,25,2000,1000
40,87,na,24,2000,1000
41,43,na,39,2000,1000
41,61,na,23,2000,1000
41,73,na,30,2000,1000
41,110,na,37,2000,1000
41,119,na,26,2000,1000
42,48,na,18,2000,1000
42,70,na,30,2000,1000
42,94,na,26,2000,1000
42,104,na,38,2000,1000
42,109,na,26,2000,1000
42,118,na,30,2000,1000
43,77,na,25,2000,1000
43,86,na,30,2000,1000
43,105,na,9,2000,1000
43,116,na,49,2000,1000
44,45,na,27,2000,1000
45,54,na,19,2000,1000
45,65,na,20,2000,1000
45,118,na,44,2000,1000
46,72,na,23,2000,1000
46,75,na,11,2000,1000
47,82,na,35,2000,1000
47,91,na,18,2000,1000
47,118,na,18,2000,1000
48,57,na,22,2000,1000
48,62,na,34,2000,1000
48,103,na,42,2000,1000
48,112,na,12,2000,1000
49,89,na,26,2000,1000
49,97,na,16,2000,1000
50,53,na,21,2000,1000
50,60,na,29,2000,1000
50,65,na,5,2000,1000
50,80,na,5,2000,1000
50,83,na,16,2000,1000
50,84,na,13,2000,1000
50,89,na,24,2000,1000
50,98,na,35,2000,1000
50,99,na,23,2000,1000
50,109,na,23,2000,1000
50,110,na,29,2000,1000
51,60,na,14,2000,1000
51,69,na,15,2000,1000
51,70,na,33,2000,1000
52,63,na,29,2000,1000
52,68,na,10,2000,1000
52,85,na,23,2000,1000
53,62,na,21,2000,1000
53,74,na,34,2000,1000
53,115,na,18,2000,1000
54,56,na,18,2000,1000
54,113,na,25,2000,1000
56,96,na,17,2000,1000
56,111,na,39,2000,1000
57,118,na,19,2000,1000
58,76,na,21,2000,1000
58,113,na,26,2000,1000
59,84,na,27,2000,1000
60,84,na,50,2000,1000
60,93,na,35,2000,1000
60,103,na,26,2000,1000
60,106,na,8,2000,1000
60,112,na,41,2000,1000
61,69,na,27,2000,1000
61,74,na,23,2000,1000
61,82,na,41,2000,1000
61,106,na,30,2000,1000
61,118,na,10,2000,1000
62,97,na,17,2000,1000
62,119,na,18,2000,1000
64,90,na,20,2000,1000
65,83,na,19,2000,1000
65,117,na,20,2000,1000
66,111,na,29,2000,1000
67,106,na,26,2000,1000
67,118,na,28,2000,1000
68,89,na,29,2000,1000
69,70,na,23,2000,1000
69,75,na,23,2000,1000
69,77,na,13,2000,1000
69,79,na,25,2000,1000
69,97,na,14,2000,1000
69,111,na,25,2000,1000
69,112,na,23,2000,1000
70,74,na,18,2000,1000
70,81,na,17,2000,1000
70,100,na,17,2000,1000
71,104,na,22,2000,1000
71,114,na,25,2000,1000
72,75,na,14,2000,1000
73,100,na,34,2000,1000
74,93,na,10,2000,1000
74,106,na,21,2000,1000
74,114,na,29,2000,1000
75,109,na,22,2000,1000
76,83,na,17,2000,1000
76,84,na,19,2000,1000
76,101,na,27,2000,1000
77,112,na,38,2000,1000
80,115,na,10,2000,1000
80,118,na,21,2000,1000
81,93,na,26,2000,1000
81,107,na,10,2000,1000
81,112,na,38,2000,1000
82,105,na,40,2000,1000
83,84,na,11,2000,1000
84,85,na,8,2000,1000
84,107,na,37,2000,1000
85,112,na,19,2000,1000
85,119,na,25,2000,1000
90,97,na,26,2000,1000
90,108,na,29,2000,1000
91,118,na,9,2000,1000
92,111,na,24,2000,1000
92,112,na,36,2000,1000
93,100,na,32,2000,1000
93,101,na,24,2000,1000
93,104,na,7,2000,1000
93,110,na,18,2000,1000
95,98,na,20,2000,1000
97,111,na,29,2000,1000
97,117,na,12,2000,1000
101,102,na,29,2000,1000
101,115,na,15,2000,1000
102,117,na,14,2000,1000
103,107,na,32,2000,1000
103,118,na,21,2000,1000
106,110,na,21,2000,1000
106,118,na,30,2000,1000
112,115,na,20,2000,1000
113,114,na,32,2000,1000
31,0,na,19,2000,1000
84,0,na,28,2000,1000
20,1,na,23,2000,1000
33,1,na,21,2000,1000
39,1,na,27,2000,1000
68,1,na,30,2000,1000
95,1,na,37,2000,1000
96,1,na,31,2000,1000
109,1,na,29,2000,1000
114,1,na,43,2000,1000
118,1,na,23,2000,1000
24,2,na,25,2000,1000
29,2,na,12,2000,1000
32,2,na,48,2000,1000
44,2,na,30,2000,1000
57,2,na,3,2000,1000
59,2,na,28,2000,1000
101,2,na,29,2000,1000
23,3,na,36,2000,1000
37,3,na,36,2000,1000
59,3,na,28,2000,1000
61,3,na,22,2000,1000
64,3,na,35,2000,1000
92,3,na,31,2000,1000
70,4,na,23,2000,1000
71,4,na,35,2000,1000
83,4,na,2,2000,1000
103,4,na,37,2000,1000
109,4,na,26,2000,1000
19,5,na,41,2000,1000
34,5,na,29,2000,1000
61,5,na,37,2000,1000
90,5,na,22,2000,1000
113,5,na,25,2000,1000
11,6,na,39,2000,1000
17,7,na,20,2000,1000
20,7,na,3,2000,1000
36,7,na,14,2000,1000
97,7,na,22,2000,1000
107,7,na,22,2000,1000
113,7,na,21,2000,1000
36,8,na,31,2000,1000
54,9,na,47,2000,1000
61,9,na,23,2000,1000
63,9,na,21,2000,1000
110,9,na,7,2000,1000
19,10,na,21,2000,1000
36,10,na,25,2000,1000
43,10,na,43,2000,1000
71,10,na,23,2000,1000
116,10,na,40,2000,1000
13,11,na,17,2000,1000
31,11,na,14,2000,1000
46,11,na,33,2000,1000
48,11,na,44,2000,1000
50,11,na,40,2000,1000
67,11,na,29,2000,1000
68,11,na,19,2000,1000
97,11,na,19,2000,1000
21,12,na,21,2000,1000
58,12,na,13,2000,1000
76,12,na,33,2000,1000
109,12,na,21,2000,1000
50,13,na,36,2000,1000
51,13,na,44,2000,1000
78,13,na,16,2000,1000
91,13,na,29,2000,1000
32,14,na,6,2000,1000
61,14,na,23,2000,1000
70,14,na,38,2000,1000
84,14,na,6,2000,1000
96,14,na,10,2000,1000
28,15,na,41,2000,1000
47,15,na,29,2000,1000
56,15,na,18,2000,1000
113,15,na,15,2000,1000
114,15,na,12,2000,1000
17,16,na,27,2000,1000
18,16,na,28,2000,1000
39,16,na,15,2000,1000
45,16,na,22,2000,1000
98,16,na,17,2000,1000
105,16,na,37,2000,1000
19,17,na,18,2000,1000
31,17,na,31,2000,1000
51,17,na,19,2000,1000
55,17,na,33,2000,1000
113,17,na,18,2000,1000
29,18,na,43,2000,1000
55,18,na,21,2000,1000
31,19,na,33,2000,1000
38,19,na,33,2000,1000
69,19,na,19,2000,1000
76,19,na,29,2000,1000
59,20,na,24,2000,1000
74,20,na,28,2000,1000
79,20,na,31,2000,1000
89,20,na,24,2000,1000
95,20,na,37,2000,1000
96,20,na,14,2000,1000
104,20,na,23,2000,1000
28,21,na,33,2000,1000
40,21,na,30,2000,1000
41,21,na,16,2000,1000
88,21,na,32,2000,1000
89,21,na,34,2000,1000
112,21,na,25,2000,1000
56,22,na,25,2000,1000
77,22,na,21,2000,1000
79,22,na,21,2000,1000
102,22,na,8,2000,1000
104,22,na,20,2000,1000
42,23,na,27,2000,1000
73,23,na,18,2000,1000
31,24,na,29,2000,1000
32,24,na,15,2000,1000
77,24,na,15,2000,1000
55,25,na,32,2000,1000
73,25,na,17,2000,1000
114,25,na,34,2000,1000
33,26,na,42,2000,1000
44,26,na,19,2000,1000
48,26,na,23,2000,1000
71,26,na,28,2000,1000
84,26,na,25,2000,1000
102,26,na,23,2000,1000
76,27,na,12,2000,1000
83,27,na,20,2000,1000
87,27,na,40,2000,1000
113,27,na,19,2000,1000
89,28,na,28,2000,1000
109,28,na,13,2000,1000
114,28,na,14,2000,1000
38,29,na,28,2000,1000
53,29,na,27,2000,1000
63,29,na,25,2000,1000
83,29,na,23,2000,1000
93,29,na,19,2000,1000
50,30,na,14,2000,1000
100,30,na,29,2000,1000
35,31,na,29,2000,1000
72,31,na,29,2000,1000
101,31,na,9,2000,1000
109,31,na,4,2000,1000
89,32,na,31,2000,1000
37,33,na,30,2000,1000
38,33,na,15,2000,1000
52,33,na,22,2000,1000
54,33,na,31,2000,1000
52,34,na,39,2000,1000
62,34,na,18,2000,1000
67,34,na,19,2000,1000
111,34,na,16,2000,1000
67,35,na,22,2000,1000
117,35,na,20,2000,1000
58,36,na,32,2000,1000
74,36,na,39,2000,1000
98,36,na,38,2000,1000
112,36,na,37,2000,1000
43,37,na,27,2000,1000
46,37,na,23,2000,1000
40,38,na,12,2000,1000
47,38,na,31,2000,1000
71,38,na,36,2000,1000
85,38,na,26,2000,1000
103,38,na,14,2000,1000
110,38,na,19,2000,1000
42,39,na,19,2000,1000
56,39,na,17,2000,1000
48,40,na,49,2000,1000
66,40,na,12,2000,1000
85,40,na,34,2000,1000
86,40,na,25,2000,1000
87,40,na,24,2000,1000
43,41,na,39,2000,1000
61,41,na,23,2000,1000
73,41,na,30,2000,1000
110,41,na,37,2000,1000
119,41,na,26,2000,1000
48,42,na,18,2000,1000
70,42,na,30,2000,1000
94,42,na,26,2000,1000
104,42,na,38,2000,1000
109,42,na,26,2000,1000
118,42,na,30,2000,1000
77,43,na,25,2000,1000
86,43,na,30,2000,1000
105,43,na,9,2000,1000
116,43,na,49,2000,1000
45,44,na,27,2000,1000
54,45,na,19,2000,1000
65,45,na,20,2000,1000
118,45,na,44,2000,1000
72,46,na,23,2000,1000
75,46,na,11,2000,1000
82,47,na,35,2000,1000
91,47,na,18,2000,1000
118,47,na,18,2000,1000
57,48,na,22,2000,1000
62,48,na,34,2000,1000
103,48,na,42,2000,1000
112,48,na,12,2000,1000
89,49,na,26,2000,1000
97,49,na,16,2000,1000
53,50,na,21,2000,1000
60,50,na,29,2000,1000
65,50,na,5,2000,1000
80,50,na,5,2000,1000
83,50,na,16,2000,1000
84,50,na,13,2000,1000
89,50,na,24,2000,1000
98,50,na,35,2000,1000
99,50,na,23,2000,1000
109,50,na,23,2000,1000
110,50,na,29,2000,1000
60,51,na,14,2000,1000
69,51,na,15,2000,1000
70,51,na,33,2000,1000
63,52,na,29,2000,1000
68,52,na,10,2000,1000
85,52,na,23,2000,1000
62,53,na,21,2000,1000
74,53,na,34,2000,1000
115,53,na,18,2000,1000
56,54,na,18,2000,1000
113,54,na,25,2000,1000
96,56,na,17,2000,1000
111,56,na,39,2000,1000
118,57,na,19,2000,1000
76,58,na,21,2000,1000
113,58,na,26,2000,1000
84,59,na,27,2000,1000
84,60,na,50,2000,1000
93,60,na,35,2000,1000
103,60,na,26,2000,1000
106,60,na,8,2000,1000
112,60,na,41,2000,1000
69,61,na,27,2000,1000
74,61,na,23,2000,1000
82,61,na,41,2000,1000
106,61,na,30,2000,1000
118,61,na,10,2000,1000
97,62,na,17,2000,1000
119,62,na,18,2000,1000
90,64,na,20,2000,1000
83,65,na,19,2000,1000
117,65,na,20,2000,1000
111,66,na,29,2000,1000
106,67,na,26,2000,1000
118,67,na,28,2000,1000
89,68,na,29,2000,1000
70,69,na,23,2000,1000
75,69,na,23,2000,1000
77,69,na,13,2000,1000
79,69,na,25,2000,1000
97,69,na,14,2000,1000
111,69,na,25,2000,1000
112,69,na,23,2000,1000
74,70,na,18,2000,1000
81,70,na,17,2000,1000
100,70,na,17,2000,1000
104,71,na,22,2000,1000
114,71,na,25,2000,1000
75,72,na,14,2000,1000
100,73,na,34,2000,1000
93,74,na,10,2000,1000
106,74,na,21,2000,1000
114,74,na,29,2000,1000
109,75,na,22,2000,1000
83,76,na,17,2000,1000
84,76,na,19,2000,1000
101,76,na,27,2000,1000
112,77,na,38,2000,1000
115,80,na,10,2000,1000
118,80,na,21,2000,1000
93,81,na,26,2000,1000
107,81,na,10,2000,1000
112,81,na,38,2000,1000
105,82,na,40,2000,1000
84,83,na,11,2000,1000
85,84,na,8,2000,1000
107,84,na,37,2000,1000
112,85,na,19,2000,1000
119,85,na,25,2000,1000
97,90,na,26,2000,1000
108,90,na,29,2000,1000
118,91,na,9,2000,1000
111,92,na,24,2000,1000
112,92,na,36,2000,1000
100,93,na,32,2000,1000
101,93,na,24,2000,1000
104,93,na,7,2000,1000
110,93,na,18,2000,1000
98,95,na,20,2000,1000
111,97,na,29,2000,1000
117,97,na,12,2000,1000
102,101,na,29,2000,1000
115,101,na,15,2000,1000
117,102,na,14,2000,1000
107,103,na,32,2000,1000
118,103,na,21,2000,1000
110,106,na,21,2000,1000
118,106,na,30,2000,1000
115,112,na,20,2000,1000
114,113,na,32,2000,1000
